video_code,points
S000331,"[1424.3026899189035, 448.9577170342339, 1400.8453076401502, 486.4643708099945, 1103.94186908336, 411.4510632584731, 861.7081800032732, 358.5556765986081, 910.9211234753337, 345.8144191508919, 1168.6839312773077, 390.6851009299868]"
S000334,"[594.4738720205486, 421.13266945234176, 605.2949748703383, 476.3316289334877, 1059.7812945615083, 380.00403297619374, 1278.3675721272614, 332.3814012669698, 1198.2914110388172, 312.8994155677418]"
S000344,"[314.20757086659626, 607.5579360817986, 133.75610309049708, 668.4153077665455, 548.133824428094, 792.9597175162061, 1062.491863663929, 923.9496659699901, 1122.3753552622923, 728.9644272095817, 906.4585420291783, 701.5402062784964]"
S000345,"[146.08664498647352, 668.6607420551945, 346.5882758488062, 736.4512320331404, 692.068009026979, 830.4335022298384, 1065.3095064783977, 924.4157724265361, 1120.8330350248898, 731.8291531710078, 918.7890839251544, 702.5559870441675, 497.7356591142568, 639.3875759283542, 312.6572306259499, 605.4923309393812]"
S000350,"[496.37227406034503, 545.3653557176475, 400.74841934138647, 566.9350570742666, 329.28758167506805, 586.4505011588269, 296.8988566896143, 576.179214798532, 463.98354907489136, 538.6890195834559]"
S000351,"[296.21346323091797, 579.2405212280767, 309.6000445463869, 582.4835777575598, 333.12797534327166, 587.3481625517843, 415.47573313236836, 565.4575309777737, 500.6630687762615, 544.7830456023191, 464.9655186016777, 541.1346070066508, 393.57041825251014, 555.7283613893245]"
S000352,"[471.51621507841315, 392.87670328127814, 638.0868007178893, 590.0854013989392, 874.0617970404805, 847.3811247243251, 1082.2750290898257, 1066.159524198605, 1376.8581944337143, 717.9629165846101, 1086.901989802033, 543.8646127776124, 818.5382684939884, 389.7953173731896, 699.7796102139916, 320.46413444119946]"
S000353,"[1086.1582278425658, 1057.9694905969268, 1371.3329752599795, 711.367824008424, 686.9135814581866, 327.79531298381426, 478.8130900995334, 397.11564630151474, 673.0402153676097, 625.1025203241744, 884.2236769686134, 839.2253276832939]"
S000354,"[787.691863745937, 325.0862133033319, 719.8297733002246, 377.4697737408356, 1128.5446362119023, 408.2836328217201, 1148.5947992981355, 340.49314284377414]"
S000355,"[1136.1633254720987, 343.56440210671633, 1116.4665711459713, 412.0289288402477, 720.8187233776674, 379.5082786418203, 791.0419344534271, 322.1692375024877]"
S000357,"[1008.5283090273, 367.1935371349915, 918.672146050311, 390.4716604797361, 1212.383565173059, 484.92283722766484, 1415.5674921004393, 559.2780189228428, 1449.7667669298003, 498.9900337645904, 1238.5359518072762, 430.6636505852377]"
S000358,"[456.0930127043874, 645.550347744531, 1214.9145695064453, 956.7703244614647, 1282.7766599521578, 785.7534065625557, 596.4441543080201, 599.3295591232043]"
S000359,"[580.7508184068946, 601.3769633619135, 425.9320953671237, 651.60908895445, 825.5854971945868, 816.2129670335843, 1172.419649459009, 941.3746799683212, 1247.5670491163005, 785.4039300034951, 848.8396269897073, 679.0293675524136]"
S000362,"[1651.0767865862335, 296.91469691724944, 1643.3693609803577, 313.1299795646647, 1412.9579007625896, 317.58918229270404, 1244.168111663131, 324.8912101328326, 1264.2541299087472, 311.820709574613, 1452.9692780768637, 303.88504852140824]"
S000367,"[1086.722013727244, 289.26253278527497, 1153.5197023115031, 310.3153747558358, 1241.38435421849, 297.99175994380016, 1329.2490061254769, 287.7220809337705, 1272.727885015719, 275.9119500722363]"
S000370,"[1419.0735796546792, 449.6922068142253, 1398.7039548391494, 486.00285759968756, 1222.53422670484, 439.23914067901643, 1068.9143809372988, 403.7793311028722, 954.976452100857, 378.7213893699128, 855.2573734441768, 360.78997710739895, 929.8222351196288, 345.74370320898333, 1120.686102627192, 384.77316450082316]"
S000372,"[937.4266291583923, 346.9948531099687, 854.7663088632206, 362.3030767289085, 977.5096394736187, 384.481174184287, 1087.916956957344, 409.1235046902631, 1187.221862627063, 433.14977693358986, 1411.7373015325147, 492.2913701479325, 1428.3909192535239, 451.01546655042245, 1246.7081011199843, 409.4807626072653, 1098.402568115016, 377.0884750324941]"
S000373,"[1426.4925500225472, 452.799602714117, 1163.0642534741908, 389.3528529385404, 934.1839302436512, 343.15376329613036, 913.8253031099373, 359.1694477054992, 1200.079939171852, 436.1679304428494, 1404.9000666989116, 488.52689870424746]"
S000384,"[1435.996865786422, 565.819142848904, 1469.1980837809651, 503.0161058260301, 1330.464422875196, 461.54240213167935, 1171.5728796155977, 410.5889947357626, 998.4522429297665, 365.5604021533247, 920.1922290854866, 389.2596614072394, 1112.2849903396282, 453.24766139280916]"
S000386,"[527.0900039744353, 304.2507021517342, 536.9995511819901, 324.0565116710772, 627.2865368508238, 308.1018317804953, 741.2463297377054, 289.9465063877642, 844.1955146161926, 273.9918264971824, 939.9878042892235, 259.13746935767506, 1053.947597176105, 246.48375772031704, 1026.971607555539, 232.72972333188437, 952.6500034988771, 240.98214396494396, 824.376420201083, 258.58730798213776]"
S000387,"[667.9686435544211, 1078.4571373469191, 995.5342318041535, 1078.4571373469191, 1125.3944637245188, 910.051115319859, 1021.0477785988121, 860.2826708866379, 819.4689550605154, 744.156300542456, 675.9922630126691, 660.0239301910586, 545.5589066055362, 577.0765228023573, 423.42585469703874, 504.7937820779173, 365.3237232065887, 470.4298561597411, 213.54672666010651, 516.6434117048747, 290.6209827188669, 625.6600042728825, 431.7261591956745, 812.8841523788086]"
S000388,"[1107.9215031246918, 564.9286518593306, 1129.1600113118745, 495.7562444165963, 1155.4553071626722, 448.7997926489008, 1063.4217716848802, 435.16727439376336, 913.2351780755165, 423.5543884727204, 637.1922961632935, 401.6322083822959, 589.7619847425178, 420.5916157854277, 523.3595487534318, 460.8803565170827, 697.6659432247822, 496.4292453979548]"
S000389,"[639.346830356652, 399.88041173260376, 530.1024500298872, 458.8194390945134, 1091.6373111124203, 560.5160668308075, 1121.7968026136746, 456.7030072728985, 1136.5414429031764, 442.6380121069883, 838.4161533337517, 417.65552528865845]"
S000390,"[803.0615079578956, 565.3640265985666, 1219.5327471881076, 702.7917342475084, 1106.5628198899078, 912.5816435991536, 617.3974314260289, 667.0112308282121]"
S000391,"[674.3816604121151, 654.5608339543138, 864.9762587053617, 560.3028664600736, 1294.4723695757034, 713.9454826138403, 1164.1710463088805, 931.8785283725817]"
S000393,"[773.170455016528, 424.341464324933, 1371.6214090739772, 665.5669441861212, 1234.3809620828856, 850.3864882924743, 613.3901592419727, 482.01268860875814]"
S000394,"[773.170455016528, 424.341464324933, 1371.6214090739772, 665.5669441861212, 1234.3809620828856, 850.3864882924743, 613.3901592419727, 482.01268860875814]"
S000395,"[907.0712429644478, 603.2389123372704, 1145.7770990792908, 540.4002673411104, 1344.837289992353, 646.7318699067497, 1119.663626741473, 768.8972008941801]"
S000396,"[899.7094865225616, 599.2317129891793, 1140.3998649778716, 534.9466541695782, 1346.2270131276769, 646.7758710745093, 1118.2751226686091, 765.301448273149]"
S000397,"[668.4157600040841, 609.6980018091298, 992.127635450878, 563.4844462639961, 1591.7653475880347, 903.924305446481, 1419.119014016411, 1071.833557260467, 1096.9486236907921, 1068.752653557458, 839.5206084545324, 803.7949350986914]"
S000398,"[668.4157600040841, 609.6980018091298, 992.127635450878, 563.4844462639961, 1591.7653475880347, 903.924305446481, 1419.119014016411, 1071.833557260467, 1096.9486236907921, 1068.752653557458, 839.5206084545324, 803.7949350986914]"
S000399,"[668.4157600040841, 609.6980018091298, 992.127635450878, 563.4844462639961, 1591.7653475880347, 903.924305446481, 1419.119014016411, 1071.833557260467, 1096.9486236907921, 1068.752653557458, 839.5206084545324, 803.7949350986914]"
S000400,"[662.2498195193833, 612.7789055121387, 992.127635450878, 563.4844462639961, 1591.7653475880347, 903.924305446481, 1419.119014016411, 1071.833557260467, 1096.9486236907921, 1068.752653557458, 839.5206084545324, 803.7949350986914]"
S000401,"[1052.848910417865, 349.18267437206305, 1261.0549262122968, 307.9980788101948, 1461.8005531418094, 378.3741166040791, 1301.4296937364886, 453.8420971141733]"
S000403,"[891.0273196519084, 431.3940271323835, 986.651174370867, 474.53342984562187, 1069.936467190605, 506.8879818805506, 1128.5446362119023, 533.0797620993025, 1293.5729016139758, 456.04511439709114, 1210.2876087942377, 425.2312553162066, 1133.17159692411, 403.6615539595874, 1085.3596695646306, 386.7139314651009]"
S000404,"[1211.8299290316404, 588.5447084448947, 1247.3032944918991, 640.9282688823984, 1275.0650587651453, 690.2304434118137, 1296.657542088781, 734.9105390790962, 1406.1622789443625, 719.503609538654, 1359.8926718222858, 667.1200491011502, 1319.7923456498193, 619.3585675257791, 1282.7766599521578, 577.759857766585]"
S000404,"[1031.095854938327, 446.20503333455207, 1042.2005606476253, 460.3794085117589, 1056.3856734065062, 478.27913971510685, 1064.6127148701098, 489.623828832337, 1120.6490166316125, 481.87408994121, 1099.5706400537777, 460.3043885845908, 1090.3167186293624, 452.6009238143697, 1070.841513579245, 435.942425770404]"
S000410,"[1029.9430235247128, 458.0275884127276, 1145.2461113583495, 501.16024054279393, 1372.1527227101053, 413.6625747932309, 1260.5491991919862, 389.6315257493368]"
S000413,"[515.962892716816, 377.7108614202959, 634.6544935951868, 322.7663361441869, 934.4010788642926, 367.66003362588566, 1132.8872326214457, 406.67062747331823, 1116.6071856710855, 427.21898651966796, 1077.1923351596865, 518.8304206013103, 808.1431381905738, 446.91116393908635]"
S000414,"[1159.2096680652562, 414.46086287090196, 1248.0621138228978, 386.11421456318095, 1329.7908043989203, 364.76976815024346, 1405.4049865187214, 348.5240939812032, 1516.2712461124888, 370.24738134980305, 1464.639950357149, 391.0440664427846, 1415.2774804917926, 410.76347396119917, 1298.658645434888, 460.67822424218593]"
S000420,"[1333.1088727195677, 613.9687926044644, 1096.8705534296148, 535.8068085944158, 939.1376929965992, 488.2571437709349, 797.4347219729234, 447.123019044553, 659.7544276096706, 411.0482571937614, 599.566320784205, 393.76243380692375, 699.0801986845596, 375.7467473841983, 774.6708388913222, 390.30714233450635, 882.4504228638934, 417.0607175022267, 992.2937178203682, 442.613673813204, 1120.1934448244826, 472.67597535553045, 1257.8737391877353, 511.7569673605547, 1373.7358448267569, 544.8254990571138]"
S000426,"[168.95359651531447, 484.86618663694713, 284.07680316097935, 436.1247048223028, 425.45300998876286, 455.0502561407862, 622.6791151071889, 478.72824718335886, 814.5940126935025, 500.29457310442126, 1033.7477337226087, 520.3517944218713, 995.2106056932284, 634.3452314332011, 754.7389267898958, 592.7530314425808, 549.721405673593, 560.4035425609871, 354.5446944147032, 523.2702667074121]"
S000427,"[300.57666945504633, 433.13493322930884, 388.5035689027124, 443.9189842159417, 498.79783750811816, 457.01390327113893, 642.2575155543101, 477.04142653202877, 788.0310593754409, 493.21750301197824, 1014.0186167277757, 520.1776304785607, 965.4274354540657, 624.936982920138, 835.0796634658586, 603.3688809468721, 645.3426699208947, 572.5573066993494, 431.695730034899, 533.2725495337578, 320.63017283784706, 510.93415820430374, 185.65466929976327, 483.2037413815333]"
S000431,"[300.05966618529345, 379.90419135914084, 400.8747451179484, 400.9478024387694, 564.134984882024, 433.2647765967702, 719.1193599575979, 465.58175075477106, 913.2260044697248, 506.1658578369117, 1094.5426762814398, 549.0046375347267, 1153.978431771587, 428.00387382686307, 1025.3263534321545, 404.70559013156014, 844.7620329557575, 373.8917310506756, 672.4735771678621, 346.83565966258186, 531.0315261280178, 328.7982787371861, 489.65220268551025, 325.79204858295344, 376.04715105244384, 356.6059076638379]"
S000432,"[788.1605634083622, 290.27434728905416, 829.5016319205981, 294.58796768370735, 910.9497071984363, 305.6801344128155, 993.6318442229084, 317.38853262687417, 1104.6974014199604, 340.18909757004104, 1183.8211533719575, 355.52805361971326, 1292.736451465026, 383.5385756629157, 1374.2510113246904, 402.63537943469794, 1330.030465403642, 467.33968535449577, 1152.1198969305865, 418.04116655845934, 1053.870384682848, 393.0010730663783, 938.7152042556721, 366.13051412958515, 838.3414675096291, 342.5792232790741, 748.9930596968425, 327.66054876572593, 684.8550377720366, 316.3893851686798]"
S000433,"[677.507683621748, 313.42920475006343, 777.6842314543018, 287.8771183130531, 884.6832839076961, 301.10558993802783, 1037.4244743723245, 324.84796274916005, 1213.9445057907208, 362.72366399820606, 1384.1244631684638, 403.3915928779237, 1344.950756046779, 471.1908886420834, 1180.0318331248661, 426.1902802801897, 997.5199947777213, 378.1281825132507, 824.257067157628, 339.92497659594017]"
S000434,"[678.0723733175104, 314.34527256661914, 793.3860359270474, 334.50387196532864, 919.6544964844904, 360.4220711922409, 1015.9414047634539, 382.30855053941127, 1170.4617126602334, 424.35362928529105, 1323.25231561787, 464.0948680998899, 1367.071507409494, 398.4354300583788, 1218.893450956239, 363.3018711063423, 1093.778127024891, 337.38367187943004, 983.6535792327834, 315.4971925322597, 887.9432392668677, 300.5222329789326, 809.5299486923825, 290.73091327098797, 774.9358499095215, 291.30687325380825]"
S000435,"[1294.831944291774, 534.4852704696088, 1085.761867666094, 462.566013807385, 919.5340198571519, 411.1951161915107, 772.1567527275741, 368.3860348449489, 677.0470047544164, 343.556767663943, 774.7272864565784, 315.3027739752122, 952.0941137578724, 349.5500390524616, 1138.029386822514, 399.2085734144734, 1257.1307829330449, 433.4558384917229, 1339.3878622611812, 460.8536505535224]"
S000436,"[677.2964503343827, 341.99583385575255, 770.5563001654829, 313.4974746029201, 840.6938731789548, 324.28063756345125, 940.8904060553435, 345.0767375587614, 1135.1175313234198, 395.1414227326563, 1295.4319839256416, 443.6656560550466, 1358.6328738938253, 462.9213041988523, 1313.929805379744, 541.4843486255797, 1131.263818520482, 480.6365004911536, 939.3489209341682, 417.47797457947087, 792.1370918619357, 372.03464496008945]"
S000437,"[1298.4676876345502, 535.4178253771012, 1065.0632250409633, 457.3340610009725, 867.646234653436, 392.6067300049709, 683.596019656731, 340.2084144367792, 781.0205313439201, 311.9104711178571, 919.0569092335211, 342.2632503414142, 1042.1133143899244, 371.35393835908303, 1228.549170205634, 423.42926857449544, 1346.7937217398303, 453.22438919170247]"
S000438,"[967.225049997352, 301.88597850145356, 1032.4682087431452, 312.49454873834816, 1117.8241462186575, 331.49501952432047, 1223.1399756698838, 357.3597413182026, 1340.375841600106, 386.63073685334933, 1449.1275330222188, 415.901732388496, 1532.1002387211865, 442.86111950736273, 1479.4898153218332, 530.4302643588808, 1333.43424427529, 477.5248808835414, 1166.0646198880656, 422.8343365941885, 997.9237069091954, 372.765528441964, 856.1594928003002, 336.39494165867904]"
S000440,"[1253.5543369074837, 305.4396735264595, 1180.5390168983108, 320.33193441276217, 1115.2365828056, 333.6836165866887, 1049.4199563184577, 347.548824998074, 1133.7475090051084, 381.44155667034903, 1209.3337909864356, 412.76665715533045, 1306.516153533856, 454.3622823894862, 1397.0140149536758, 410.1990259680369, 1463.8590262296796, 376.8198205332206, 1349.7083146660427, 337.2783002488997]"
S000441,"[1307.111642340827, 453.9201798498979, 1159.1290707080072, 391.6859250491178, 1052.4583003226826, 346.70473098518767, 1160.3622588049475, 323.2898628423199, 1255.9343363178104, 304.1882598836647, 1351.5064138306732, 332.5325739513467, 1469.8924711369295, 374.43286431226784, 1398.9841555628698, 408.93898578596776]"
S000442,"[663.847770479568, 454.63858210656946, 733.0640933288535, 468.16661780061634, 850.4309016385114, 490.7133439573612, 1108.4874096526953, 549.3348319648976, 1123.5344363590618, 501.2351494971753, 1141.5908684067015, 443.3652190281971, 1044.5375461506383, 423.824723025685, 930.1801431822536, 402.0295544074983, 832.3744695908717, 387.7499611748933, 774.4434167713612, 383.2406159435443]"
S000444,"[1124.1932839228773, 547.3596975294439, 929.7268192069026, 504.4761656066272, 662.167786718372, 453.5519714482823, 771.471351369075, 378.50579058335296, 999.4665168981487, 414.01871545693564, 1158.3925587522383, 442.8310884675781]"
S000445,"[659.1205837773036, 454.9615137946361, 771.5083499886061, 377.9325781758292, 883.8961161999088, 392.23795193360763, 984.7145535365185, 409.844565789335, 1071.2090598854131, 425.80055959608774, 1157.1526458117032, 442.85696676882367, 1145.5833169370105, 485.22288135916745, 1125.750181723251, 548.4966499031874, 1003.9967683276733, 522.6369358025879, 896.0163654972062, 498.97804843395437, 765.999145762562, 474.2187476993379]"
S000446,"[659.9123822691263, 454.56574289203553, 774.7530237966793, 376.0026984653082, 881.1154971577688, 390.63699105460057, 1116.1919781369882, 429.148287342212, 1156.2705912875438, 437.6207725254866, 1124.670146303452, 546.9928539823029, 908.8622293389225, 500.009072511417, 764.7333705090404, 472.28093918433683]"
S000447,"[1142.0878616084483, 660.0798834914578, 1002.9363024116843, 634.7440438027306, 850.760705654632, 606.6691944179246, 623.1827861801214, 563.5297917046862, 494.3133618993745, 536.8244471679197, 681.4482173708847, 422.47079235663705, 805.519312024157, 426.57930690075506, 1014.5893886498371, 436.8505932610499, 1207.8935250709574, 452.59989901350207, 1177.732595983974, 551.2042480723325]"
S000449,"[1216.920334556395, 654.3862034760592, 802.8666708229392, 550.0637652407454, 586.9418375865812, 493.16061711239246, 773.2066662575054, 395.9510723931228, 1129.1267210427109, 426.77361096264735, 1298.781947156992, 449.29777376345373]"
S000451,"[1364.566347749762, 678.2886288536876, 1421.4827214546929, 560.9772955468097, 1465.3557595189104, 467.3652214938466, 1160.6160086404268, 405.7471474336683, 991.0526453111537, 377.3080363289706, 912.7926314668739, 367.8283326274048, 724.2571435692906, 453.1456659414977, 985.1238563835567, 544.3878140690695]"
S000452,"[991.3610720552222, 311.9288282102976, 1063.9009689352545, 346.46743948777254, 1119.831263258644, 338.34070742248434, 1200.8454471573718, 325.47338165244463, 1300.842033977977, 314.2991250626733, 1230.3359659824316, 290.2575427028623, 1218.810935637006, 285.85556283416446, 1183.896873119981, 288.5644735225939, 1118.8143488164005, 295.6753640797211, 1034.7494215909426, 305.8337791613314]"
S000453,"[1017.7436144427331, 314.57561258325825, 1085.6057048884454, 350.935966298702, 1359.5217790511397, 309.029117948699, 1261.4302119523372, 279.4478132310499]"
S000454,"[1011.9398319928135, 313.44000448917495, 1127.0997430522045, 297.0013172520952, 1231.9775191955782, 286.72713772892035, 1288.529261233672, 307.27549677527, 1076.7172819637208, 346.3173789633345]"
S000455,"[889.1967135896957, 430.2636021866803, 975.6745253803294, 411.12307879049183, 1054.205727438851, 393.849923530517, 1095.8085666246154, 385.44676691755626, 1140.2160915981842, 399.91886997321086, 1216.410055500202, 424.6614977780398, 1267.3618473119811, 443.8020211742282, 1295.4087051900244, 455.47307202556254, 1223.8892176010136, 487.21833034119203, 1127.1275579217638, 532.9688496784229, 1042.9869842876337, 496.08832898820623, 952.7695914465941, 459.2078082979895]"
S000457,"[1081.3059936801094, 496.61363857048474, 1225.5659128303212, 462.07504966927235, 1311.5815508743192, 441.44395912534657, 1566.0416899250756, 540.8567670754894, 1470.0688347121607, 588.3637726445842, 1345.9204623725182, 642.908853112804]"
S000458,"[1081.3059936801094, 496.61363857048474, 1225.5659128303212, 462.07504966927235, 1311.5815508743192, 441.44395912534657, 1566.0416899250756, 540.8567670754894, 1470.0688347121607, 588.3637726445842, 1345.9204623725182, 642.908853112804]"
S000574,"[1441.546630465436, 411.73560601956297, 1469.018326682848, 381.7638734420942, 1366.2819538442975, 363.9460427260132, 1176.9632691593947, 329.09184728530755, 1022.4763164542791, 308.9831526200161, 976.2201394341358, 304.05739093054274, 899.2782336385338, 323.7282588534164, 1006.8582568094229, 337.72798298748006, 1123.0592231934536, 353.18369561916614, 1238.8536273059806, 370.7818474142811, 1320.9407539908768, 386.56335461995286]"
S000575,"[901.4940899869973, 321.37658512098193, 973.908042191042, 304.1808435227926, 1150.282618846438, 327.108498987045, 1398.7305162399239, 369.776886869633, 1472.1538864853746, 384.7760233184922, 1442.946799978897, 408.69356522342986, 1221.4597273047748, 368.1553586048915, 1086.9976025793314, 347.4932608860402]"
S000576,"[1441.546630465436, 411.73560601956297, 1469.018326682848, 381.7638734420942, 1366.2819538442975, 363.9460427260132, 1176.9632691593947, 329.09184728530755, 1022.4763164542791, 308.9831526200161, 976.2201394341358, 304.05739093054274, 899.2782336385338, 323.7282588534164, 1006.8582568094229, 337.72798298748006, 1123.0592231934536, 353.18369561916614, 1238.8536273059806, 370.7818474142811, 1320.9407539908768, 386.56335461995286]"
S000577,"[975.2639809675152, 385.54515881491216, 1149.546167794004, 373.2254015769361, 1368.5556415051672, 350.89584158310464, 1338.4803968758174, 424.81438501096073, 1049.295352362838, 454.8437932785273, 839.5398000760902, 481.0232774092264]"
S000579,"[994.1850653372678, 284.9694376392888, 1182.3111847046266, 320.3926302162076, 1376.60537355944, 349.65526756235784, 1376.60537355944, 323.4729078315918, 1256.328018554079, 301.91096452390207, 1037.3615517494486, 274.18846598544394]"
S000580,"[995.9328087239307, 292.35962262080443, 1038.3706069713733, 271.90772080149014, 1132.1885807256576, 280.4067654994458, 1176.5727212836334, 286.7810490229125, 1390.126021473518, 319.18336177677975, 1377.328786505271, 347.9578397577121, 1243.539511837234, 323.5431311678301, 1146.396864578268, 309.8825204092057, 1087.0930495106716, 302.4522381996267]"
S000581,"[917.8121859028811, 337.0306481195106, 845.6315987924413, 356.12627183837344, 1128.046563923322, 417.4600994083096, 1393.325644756562, 485.21876421717764, 1427.256689979418, 452.87940146749054]"
S000582,"[1119.8956737176538, 374.767239927678, 1432.8223998081305, 498.0047651961244, 1611.6376718598317, 394.79333778380055, 1340.3317418503543, 317.7698844910215]"
S000583,"[1121.877282973712, 368.1810704564054, 1442.6798923534436, 497.53852145515367, 1596.9119160936996, 368.1810704564054, 1350.1406781092903, 305.04231461177824]"
S000584,"[939.8834949602101, 477.5189159434427, 1128.046563923322, 514.4781876573708, 1357.852279296303, 565.2971862640219, 1195.9086543690346, 877.9110261776636, 887.4446068885233, 742.3936965599273, 666.8928129399575, 639.215729691878]"
S000587,"[1006.0010015414549, 412.5201648165593, 1275.7608977471166, 514.1899870158535, 1406.7871330470093, 447.95055740116186, 1469.988023015193, 409.43926111355046, 1297.3416894435695, 360.14480186540777, 1224.8918887483346, 340.11892779584986]"
S000588,"[893.4725876956646, 390.9538388954969, 1152.4420880530997, 466.4359796192152, 1346.6692133211761, 350.902090756381, 1114.9190246332869, 310.2646452506161]"
S000589,"[1098.44371446581, 297.96806369617804, 1329.7564406013885, 359.03033661624687, 1131.6035995699651, 458.8948926172399, 880.2054008733483, 362.6467891955522]"
S000590,"[878.1725664100602, 367.59323840114854, 1125.8378425455437, 456.9394457884071, 1333.424505530472, 358.3505272921218, 1091.9251698796893, 293.65154952893465]"
S000591,"[853.4360655922212, 610.3839979103346, 1177.1479511195282, 585.8625186942063, 1253.5930319583383, 656.5975548945763, 950.6440078934243, 698.0954427987933]"
S000603,"[1204.8525821730568, 469.5168833222242, 796.3590250616264, 427.9246833316039, 685.3720963370114, 492.6236610947911, 1178.6473351130783, 578.8889647790407]"
S000604,"[1283.9892267318496, 445.7046185139905, 1247.151903257337, 542.3926207548142, 985.0072292294088, 485.06433624034355, 799.1072479743094, 440.57074228881396, 900.1957170439026, 367.8408290988139, 1080.0989247101277, 402.9223166375198]"
S000606,"[1266.6726766117465, 696.6222538826656, 1309.0635174440647, 585.4896560241297, 1347.618021351606, 479.894791575469, 1137.0836061174132, 463.2741268618683, 961.9854590617516, 451.6821364067473, 820.0403708202011, 443.01709474203477, 735.60634012267, 488.6303412436674, 630.9287458475163, 546.6659691375562, 755.6814951891379, 577.8332507842744, 1028.534016853012, 635.1062664220428]"
S000607,"[1337.420302594125, 711.367824008424, 1391.3722818352571, 481.84049813426, 1343.5862430788259, 480.30004628275543, 942.8001115732715, 452.57191295567526, 811.7738762733785, 441.78874999514403, 639.1275427017551, 548.0799277489516]"
S000608,"[1240.3067399600868, 484.9214018372688, 1280.3853531106422, 369.38751297443457, 848.7695191815836, 340.11892779584986, 474.18863473600777, 332.4166685383276, 415.61220013134977, 380.17067593496574]"
S000609,"[444.67657097839043, 397.05122592498054, 674.9963930971722, 417.5841546549407, 948.5011818632256, 445.30360844038665, 1195.2724198476349, 473.0230622258328, 1230.2316785620926, 370.3584185760325, 833.3412708038347, 341.61231835408836, 586.5700328194256, 335.45243973510037]"
S000610,"[1041.6275252976443, 571.8335946686412, 998.4507554577505, 676.5646696622414, 535.8425071731715, 610.3376663574649, 175.00807351119997, 533.3295229798177, 290.66013558234465, 474.80333401280586, 651.4945692443162, 522.5483829069472]"
S000611,"[387.84241685678114, 450.6911216028518, 277.2692207855758, 492.82289555402787, 495.4068184770693, 552.2587909494368, 769.9593121232596, 623.7323360451818, 1053.1689108281105, 688.3817834391899, 1102.7437203324744, 573.6444190641416]"
S000614,"[766.5965051539403, 468.9898645022903, 876.4075539891686, 403.6496216364078, 940.8923401136857, 414.85080612770196, 1020.797401181022, 431.1858668441726, 1104.907991778218, 447.9876435811138, 1202.8351629752956, 470.55811151593934, 1286.9457535724919, 492.96048049852755, 1255.1706415691067, 597.0381530634689, 1128.0701935555658, 563.4345995895866, 1000.7519600949239, 526.3770669940789, 889.0717870242022, 498.3741057658435]"
S000615,"[1252.6386209294885, 592.7530314425808, 1288.0927787165183, 492.6236610947911, 870.3503108780367, 394.03474259850583, 765.5293226381224, 458.7337203616931]"
S000616,"[879.3158511105842, 397.70855360632277, 1289.8542482078976, 481.6474632307618, 1254.9348902938732, 600.4823240473834, 771.7264780781848, 464.67105454267306]"
S000618,"[1252.6386209294885, 592.7530314425808, 1288.0927787165183, 492.6236610947911, 870.3503108780367, 394.03474259850583, 765.5293226381224, 458.7337203616931]"
S000619,"[757.6295693415991, 461.30029490417644, 870.5163583778525, 396.78821280471186, 938.2416046160437, 409.59206537676545, 998.2413593750567, 422.3605696729681, 1095.4463639842088, 444.93592661327307, 1193.1070139494211, 471.53857471899005, 1282.356698845859, 493.47409157808994, 1246.3874514978604, 596.8700058246873, 1121.8137956773705, 559.598846000488, 995.7205236537988, 522.3921221506755, 885.4522426106545, 493.04203074506324]"
S000620,"[1204.005347026373, 582.5624428246125, 1235.385579850297, 481.3327497257481, 1099.9551013470464, 445.02209894028596, 974.6217388795297, 416.2496254014667, 873.613898044628, 395.57514002601215, 762.4647077283101, 456.3824499538197, 967.6861984027868, 514.1430210866093]"
S000621,"[871.1544627882989, 396.006407767537, 767.8386206714097, 451.452270999443, 1205.7744290474777, 588.526766211655, 1250.4932263816536, 480.715365482949]"
S000622,"[1317.055790496147, 652.1624611545293, 1339.498000348551, 612.0654056080161, 1208.5830342753663, 582.1896976744406, 1071.9794758570206, 555.4173812993346, 1042.5331575166224, 567.6619985805238, 1009.1343132244929, 581.4865664786407, 1121.1884239560754, 607.7532454850628]"
S000624,"[1054.0122912902114, 556.7846118958258, 1173.7991630618098, 581.9374495900269, 1325.4606530730612, 611.19687303022, 1302.3291040060928, 653.3714539933682, 1101.8242186496905, 608.1169337207259, 997.4605492521175, 582.4507728082759]"
S000626,"[1071.6915815085938, 550.8923839463432, 1006.1554130016118, 579.4954086294694, 1153.1987490634958, 609.748607813545, 1325.0246698549108, 653.7532611722005, 1347.604358164039, 609.1985496465619, 1184.5900230542352, 577.8452341285198]"
S000628,"[1071.6915815085938, 550.8923839463432, 1006.1554130016118, 579.4954086294694, 1153.1987490634958, 609.748607813545, 1325.0246698549108, 653.7532611722005, 1347.604358164039, 609.1985496465619, 1184.5900230542352, 577.8452341285198]"
S000629,"[1067.3185810167247, 552.6814203363324, 1003.5815905261966, 579.1196042342987, 1176.5310621043454, 619.9537663350492, 1314.034884940846, 650.6037693140894, 1337.9998369209218, 608.9512011630861, 1188.709972127007, 575.9435056471966]"
S000630,"[1315.90467587658, 434.27904812311476, 1081.1246343437404, 493.52719625790155, 1343.5725111482982, 648.3050856974546, 1563.4418594394822, 536.5345351426647]"
S000645,"[754.8812168506836, 372.42976951663815, 692.4172472358799, 507.240402995508, 823.5144674150972, 503.3886706103974, 852.0473918070446, 370.8890765625939]"
