video_code,points
S000427,"[962.5750593437697, 1078.4571373469191, 1028.1345896336961, 819.9687593143822, 1078.2683480906985, 617.767803315014, 1223.0232835054626, 404.1220667597405, 1251.744029112739, 393.3937078728679, 1281.4208483015316, 388.16688864609654, 1336.0247734928432, 380.42076334944704, 1365.0132680002087, 377.54775540271334, 1433.4748849403527, 372.2100791462347, 1483.671446750829, 374.36848983654073, 1545.795781976274, 378.89618580648124, 1604.413714941385, 385.67473214093627, 1821.9365862299455, 408.48130418201237, 1918.463994514266, 421.3440174870564, 1918.463994514266, 1078.4571373469191]"
C000920,"[1.541485121175118, 1078.4571373469191, 4.035672777568855, 925.4906313675434, 102.05405728761322, 814.3041540056646, 401.73883404077293, 515.7304388673579, 363.2017060113928, 489.5427573917822, 283.0444797102832, 458.7337203616931, 242.96586655972774, 449.49100925266634, 286.12744995263364, 361.6852537169123, 360.11873576904367, 340.11892779584986, 481.89606034188387, 315.4716981717786, 551.2628907947683, 317.012150023283, 600.590414672375, 313.9312463202741, 649.9179385499816, 315.4716981717786, 686.9135814581866, 333.957120389832, 731.6166499722679, 369.38751297443457, 714.6603136393404, 392.4942907470014, 594.424474187674, 389.41338704399254, 523.5161586136145, 557.3226388579783, 582.0925932182738, 608.1575499576253, 580.5511080970986, 671.3160758693081, 542.0139800677185, 760.6622832565666, 494.22794131128694, 877.7366239709053, 443.358932312505, 1078.4571373469191]"
C000920,"[1346.6692133211761, 263.096335220627, 1389.830796714082, 253.85362411160025, 1479.2369337422442, 246.15136485407803, 1536.2718832257272, 249.23226855708694, 1630.3024756174148, 263.096335220627, 1716.6256424032265, 278.5008537356716, 1790.6169282196365, 281.58175743868054, 1850.3770194254612, 280.6604977523092, 1918.4653720461715, 289.2840166962028, 1918.8510877094418, 367.1627940290979, 1918.8510877094418, 486.8440532613672, 1826.661863715073, 447.7402754924079, 1510.0645349813958, 339.908645887096, 1411.411588410535, 315.4716981717786, 1362.0840645329283, 301.60763150823846, 1342.0447579576507, 286.2031129931939]"
S001344,"[5.605568519305986, 298.4773957854257, 92.36108187319977, 277.30281303265434, 192.33292712487236, 348.1459929269102, 243.47301920716768, 392.3188067078111, 555.9322909679022, 637.2307115564895, 605.9944888376901, 691.2558764935155, 751.0966337783387, 810.0031777777504, 890.3080927446829, 922.9046855477498, 1065.2468413893187, 1036.4916921707124, 1159.7761462623787, 1078.4571373469191, 28.74037208034429, 1061.40401911714, 2.1048381128106082e-12, 1078.4571373469191]"
S001344,"[1379.2516910417337, 326.50297458124845, 1634.6076879641212, 369.2327310523647, 1693.618201395176, 435.5183814088663, 1728.4880502407989, 483.0565750988825, 1749.9464187611825, 509.83865605100425, 1749.9464187611825, 523.8992485508682, 1711.7236998342494, 534.612080931717, 1634.6076879641212, 531.2643208127017, 1550.1153619151119, 517.8732803366408, 1510.5514949556548, 510.50820807480727, 1457.5761476709583, 505.15179188438293, 1414.6594106301914, 499.1258236701555, 1368.389803508115, 488.4129912893067, 1218.851797881693, 454.9353900991546, 1159.1707104343766, 436.18793343266935, 1143.747508060351, 427.4837571232297, 974.2852293969256, 395.4024298050958, 579.9877078348806, 309.030218734503, 589.3757440625483, 294.96962623463907, 875.0402749901525, 344.5164759960644, 975.6263774294496, 315.05618694873044, 1259.9497603245297, 343.1773719484583]"
S001337,"[63.8456001155577, 637.6757600371311, 198.02746076958016, 619.196124180167, 301.3629166755515, 608.416336596938, 376.9366083082768, 609.9563062516851, 458.6795808906123, 653.075456584601, 555.8457558469734, 873.2911172134226, 665.3504927025551, 1078.4571373469191, 4.3850794016887675e-14, 1078.4571373469191, 1.542862653080904, 830.1719668805065, 80.81112272698584, 683.8748496795412, 70.0148810651679, 634.5958207276369]"
S001337,"[1097.200159175271, 400.5204332060925, 1055.557512765402, 409.76025113457456, 998.4916639815075, 431.31982630103255, 995.4070235067022, 455.9593407769846, 1087.9462377508555, 489.83867318141864, 1492.0341399503254, 572.9970345377568, 1670.9432874890222, 613.0362455611789, 1917.7145254734312, 671.5550924415651, 1911.545244523821, 572.9970345377568, 1444.2222125908463, 483.6787945624307, 1229.8396995918908, 449.79946215799663, 1111.0810413118938, 431.31982630103255]"
C001633,"[668.8728381664417, 497.9969205136768, 723.44724656684, 479.0292044708925, 709.2104443754317, 409.0857515631253, 685.4824407230847, 393.67448227836303, 530.0640168002117, 290.5375262957233, 610.7392292181916, 275.12625701096107, 849.2056659242792, 353.3680856874464, 1006.9968902123871, 419.75509183719157, 713.9560451059011, 537.1178348519195]"
S001998,"[1736.2178325288419, 292.0742245591929, 1589.776746017197, 290.14865974481233, 1493.4339259437465, 342.13890973308776, 1680.3389968862405, 621.3458078182705, 1911.5617650625222, 977.5752984786761, 1911.5617650625222, 494.25853006915287, 1792.0966681714428, 448.04497452401915, 1695.7538480979924, 376.7990763919382]"
S001998,"[25.616464474021864, 1065.671749854449, 1163.2324839013263, 523.4326981248802, 1141.6516922048734, 806.8758388017003, 1106.1975344178436, 1071.833557260467]"
T014946,"[5.237431094260633, 884.0709047966516, 208.82370243139817, 871.7511475586757, 356.8864452220436, 884.0709047966516, 690.0276165009959, 916.4102675463387, 1043.2189508661816, 991.8687806289419, 1259.1437841025395, 1047.307688199834, 1316.209632886434, 1058.0874757830632, 1314.6673126490316, 1068.867263366292, 8.32207156906576, 1070.407233021039, 5.237431094260633, 890.2307834156396]"
T014946,"[6.779751331663152, 491.3786428361657, 401.61373210671775, 443.6395835390086, 674.6044141269704, 392.82058493235746, 845.8019604786542, 323.52195046874226, 858.1405223778745, 294.26252702854924, 819.5825164428107, 238.8236194576571, 759.4320271841109, 189.544590505753, 660.7235319903474, 191.0845601605, 551.2187951347659, 288.1026484095612, 356.8864452220436, 345.08152563520036, 0.61047038205299, 386.6607063133695]"
C004101,"[8.66012814109456, 381.71112778647023, 122.73002710806004, 407.89880926204603, 224.46804510562387, 406.3583574105415, 349.3283399208158, 409.43926111355046, 464.93972400895655, 415.60106851956834, 270.71259874088014, 565.0248981155006, 104.23220565395754, 544.9990240459426, 8.66012814109456, 509.56863146134003]"
C004101,"[71.86101810927812, 264.6367870721315, 226.00953022679903, 221.5041352300067, 375.5335869807944, 207.6400685664666, 509.6427925230376, 226.12549078452008, 594.424474187674, 253.85362411160025, 640.6690278229303, 276.96040188416714, 762.4463523957719, 193.77600190292645, 572.8436824912211, 161.42651302133288, 401.73883404077293, 144.48154265478385, 272.2540838620553, 158.34560931832397, 158.18418489508986, 184.53329079389974, 111.93963125983356, 193.77600190292645]"
C004101,"[1170.9399095072024, 1068.752653557458, 1252.6386209294885, 854.6298461983384, 1309.673570412971, 662.0733647602813, 1342.0447579576507, 515.7304388673579, 1379.0404008658556, 329.3357648353187, 1406.7871330470093, 175.290579684873, 1411.411588410535, 55.13533526752538, 1503.9006956810474, 35.10946119796741, 1576.3504963762823, 138.319735248766, 1628.7609904962396, 226.12549078452008, 1665.7566334044445, 358.60435001390334, 1728.957523372628, 511.1090833128446, 1776.7435621290597, 642.0474906907233, 1789.0754430984614, 774.5263499201067, 1782.9095026137602, 886.9793350799321, 1773.6605918867092, 1002.5132239427663, 1764.411681159658, 1074.9144609634757]"
C000970,"[431.043641329443, 424.50534776831626, 433.5100175233233, 503.3764825653445, 611.0891034827075, 466.4056381292375, 742.4236358068354, 432.5156973961394, 782.5022489573909, 414.03027517808596, 809.6323870900745, 388.1506840728111, 749.8227643884763, 360.42255074573086, 685.0803892991175, 357.95782778332375]"
C000152,"[1300.748285796845, 1068.076844754563, 1913.488621463991, 1068.076844754563, 1911.5617650625222, 611.7179837463676, 1566.6544691995687, 494.25853006915287, 1339.2854138262255, 503.8863541410558]"
S001734,"[875.3548173647399, 332.8330459014439, 872.8260200762473, 386.58102527454173, 1050.7270864393283, 412.3945000747018, 1405.0019335438408, 453.8698945071147, 1659.4331142995222, 470.8354570535256, 1847.5579873431172, 470.8354570535256, 1916.9374037656387, 463.1238377142479, 1916.9374037656387, 435.362008092848, 1869.1460875284479, 402.97320686788146, 1785.8777010993156, 413.7694739428703, 1684.1052287970429, 416.85412167858146, 1539.156556124109, 407.6001784714482, 1232.297132061196, 376.75370111433716]"
S001734,"[637.2551975651164, 1078.4571249487717, 763.6997843649099, 1078.4571249487717, 970.3287432816453, 1079.4210556873725, 968.7867361255503, 976.85789643341, 757.5317557405297, 975.3155725655545, 799.0838091665329, 605.0829367566581, 815.1417947074995, 387.12405210023854, 773.4523067542347, 387.12405210023854, 737.4849053827904, 557.1866895467315, 681.9734050918728, 831.8794528549885]"
S001734,"[2.9299741003753, 560.0362138106976, 62.68253442527474, 504.1342529772525, 232.11270330065784, 383.71765224301447, 261.8204227219866, 372.68109013173284, 388.5791766491428, 285.9936139435482, 466.0346648416524, 235.17237769489068, 485.8632698189349, 215.33970013443894, 510.6490260405379, 194.8872514002231, 474.0537039601481, 182.33830467317378, 424.2855615095908, 175.57484278772316, 329.4497724297168, 223.43130902754254, 233.8453287518242, 274.3279966667757, 193.75314269335317, 263.5317295917868, 0.38571876280711215, 355.1127107611175]"
S001734,"[808.3773778296905, 218.6742596371918, 833.168622560553, 219.3929940310209, 836.0429697757254, 189.56551668711188, 846.2884449887865, 112.38772592272706, 851.9723637336634, 66.46655658645642, 845.1088951538419, 66.00889803560409, 830.5604588795172, 121.25733330041851, 811.6446113335834, 194.23694052667824]"
C004338,"[9.754496812607355, 477.5703056566384, 98.3898912801819, 514.1560371298691, 206.29384976244657, 541.1139445311971, 267.95325460945486, 552.6673334174806, 377.7840694931885, 462.16578714159374, 416.32119752256875, 419.8033612252212, 204.3669933609775, 414.02666678207953, 98.3898912801819, 410.1755371533183, 3.973927608200356, 367.8131112369458]"
C004338,"[1177.4294761028286, 1078.4571373469191, 1235.2351681468988, 933.9291666648336, 1310.3825678041906, 675.903481537837, 1362.4076906438536, 444.8357038121685, 1406.725387877641, 165.6288057269858, 1416.359669884986, 75.127259451099, 1535.8247667760647, 73.20169463671834, 1582.069320411321, 200.28897238583608, 1610.9721664333563, 342.7807686499983, 1657.216720068612, 625.8387963639423, 1705.3881301053377, 733.6704259692541, 1697.6807044994614, 903.1201296347441, 1699.6075609009306, 1078.4571373469191]"
C000481,"[4.3850794016887673e-13, 473.7191622551645, 120.45004507834413, 470.83940182199717, 190.5175505863082, 481.1090808320269, 262.92063961120436, 491.37875984205664, 305.8953763227557, 512.851725044846, 334.615411577327, 538.2027453538113, 357.97124674664843, 577.4142470284703, 382.0353989747433, 621.6169618328879, 480.354575220709, 838.1983519471476, 569.7607122488713, 1010.7289593156468, 608.2978402782516, 1078.4571373469191, 4.823587341857644e-13, 1078.4571373469191]"
C000481,"[1260.5692771706226, 246.2560312287079, 1188.2512560860916, 252.66288190777118, 1128.076565033963, 259.03613857328963, 1043.8087117430516, 271.1030114100745, 999.1056432289705, 281.1159484448535, 991.9654948058425, 290.15890899658496, 993.121608646724, 302.8676367714967, 1001.8391018974617, 310.3402651850311, 1025.4927961914034, 323.66373676680684, 1107.9622501742772, 352.1620960196393, 1163.1493818300696, 370.2067795846086, 1208.9295256112532, 378.7348904580912, 1336.5620161662343, 414.74339075036676, 1567.1145734202657, 487.7474132781867, 1662.9547353020287, 519.226211982843, 1918.463994514266, 607.9226577965582, 1918.463994514266, 413.44061154412043, 1561.259615658432, 321.01350045385306, 1540.448406981583, 320.5468291525882, 1527.7143994588312, 353.36515120637875, 1228.1119690795963, 298.6858007647588, 1189.0243106497962, 268.9770864857443]"
S001859,"[782.746249477268, 178.04430841495443, 842.0549992573422, 170.9358644108639, 961.858673813092, 264.5303771313889, 1129.1093481929013, 388.9281472029728, 785.1185994684708, 454.0888839071358, 755.4642245784337, 394.8518505397149, 812.4006243673051, 385.3739252009276, 802.9112244024931, 301.25733781918984, 753.0918745872309, 232.54237911298168, 750.7195245960278, 214.77126910275538, 779.1877244904634, 211.21704710071012]"
C005564,"[96.63181128715223, 302.7236592332427, 227.82961756880897, 285.02819649818196, 388.1303361562356, 481.4440419023731, 545.4470003712963, 663.2458104795918, 787.5912776434977, 919.0008408509335, 946.4502620959611, 1078.845022709226, 383.5033754440278, 1078.845022709226, 184.54406481909803, 527.6648305237]"
C002718,"[1292.1722504163213, 1073.6313286391096, 1335.364411548508, 914.9517212643673, 1361.5882236644786, 810.19236882279, 1372.3862639475253, 748.5692203277443, 1918.463994514266, 787.0836881371479, 1918.463994514266, 1078.4571373469191]"
C002718,"[1918.463994514266, 677.702599558442, 1790.4246806197627, 486.67083922380084, 1739.519633571114, 415.8042184544985, 1711.753244271851, 391.15495905648027, 1552.867794392735, 389.6143803441041, 1437.1745056458058, 383.45206549459954, 1498.8775929775013, 346.47817639757227, 1569.836143408951, 331.0723892738108, 1745.6899423042832, 332.612967986187, 1861.3832310512123, 344.9375976851961, 1918.463994514266, 352.6404912470768]"
C002718,"[1.542862653080904, 719.2982247925977, 218.53853084481915, 611.4577149262681, 385.13686664039705, 532.8882005950851, 564.0758199023139, 449.6969501267736, 835.5694041617743, 292.5579214644074, 752.2702362639852, 263.28692592926075, 673.5987999160736, 263.28692592926075, 675.141377099366, 292.5579214644074, 675.141377099366, 324.9100744243063, 576.4164373686532, 386.53322291935183, 513.1707728536653, 392.6955377688564, 386.67944382368944, 446.6157927020212, 249.39007451066692, 506.6983624846907, 88.96204744825859, 569.8620896921124, 1.542862653080904, 608.3765575015158]"
S002435,"[1.542862653080904, 338.11873141747407, 147.47281666244496, 342.74082156425845, 389.0504154887146, 309.67935899390073, 437.4274000746939, 278.5451231220454, 628.6740401976666, 273.92303297526104, 649.7025356097467, 275.78411400492774, 725.276227242472, 268.08064923470664, 777.7151153141591, 271.1620351427951, 634.2793332357212, 397.4988573744216, 441.4893035604016, 574.6785470895078, 245.61463341027695, 767.265166345036, 0.8200356457181902, 1029.1829685325545]"
S002435,"[1256.3948670529076, 288.8164365184411, 1328.8835129059698, 296.51992009641504, 1433.7607026508258, 299.60131352760453, 1464.6069349287245, 308.84549382117325, 1501.6224136622031, 315.00828068355236, 1513.6422308202407, 307.5490777327371, 1569.929454617885, 311.3998111874987, 1787.4025422865925, 392.2873970904501, 1920.0068571673467, 415.39784782437175, 1918.463994514266, 950.716862431257, 1726.5346615448718, 764.1312533419368, 1415.6970538564585, 460.7300774478631]"
S002435,"[838.4284196873786, 420.2892209567652, 966.4402836406587, 420.2892209567652, 989.5749578490828, 1078.4571373469191, 517.6276039972308, 1078.4571373469191, 721.2127370313631, 632.1404341947629, 824.5476151623242, 418.74852424117046]"
C001212,"[1809.7521088552523, 417.4600994083096, 1559.8962303960382, 428.2398869915386, 1481.2378982885077, 545.2775807523108, 1297.7017900376034, 1075.0271419852802, 1905.3759635742106, 1064.247354402051, 1911.545244523821, 422.0800083725506]"
C001212,"[2.15279061945551, 739.3137572504334, 353.8018047472385, 588.396731085227, 659.1812117529447, 466.7391283602136, 702.3661784002164, 460.5792497412256, 856.598202140472, 385.1207366586225, 868.9367640396925, 349.70143459944137, 751.7204259970982, 331.22179874247735, 673.0620938895678, 343.5415559804534, 628.3348070048937, 423.6199780272975, 5.237431094260624, 656.1553958940951]"
S001359,"[1.542862653080904, 512.649535164349, 381.6995274654952, 652.8306536512546, 497.31091155363595, 572.7271573730228, 543.5554651888922, 594.2934832940853, 965.9223883908994, 685.1801425328482, 1466.9050527728425, 772.9858980686022, 1704.2937614338246, 808.4162906532047, 1887.7304908536746, 871.5748165648874, 1915.4772230348283, 885.4388832284277, 1917.0187081560034, 1077.9953646664846, 284.58596483145703, 1074.9144609634757, 1.542862653080904, 811.4971943562136]"
S000871,"[0.7328481040142143, 305.86903784986606, 62.39225295102261, 292.83444526021293, 153.69560243601572, 271.5051119316897, 258.0422875617222, 247.80585267777502, 397.96170625301045, 225.29155638655612, 529.580820445663, 199.22237120724984, 688.4723637052614, 171.96822306524794, 756.3616717696449, 172.40432432328438, 743.0172218391533, 194.48251935646692, 736.4924902360284, 210.6898616001804, 731.8010137802778, 240.1593752811352, 731.694357178343, 277.2374172711112, 737.8329120805286, 344.6421965136114, 743.8648103807793, 388.84646703504364, 763.300927126032, 473.9061997050724, 789.4314361757589, 581.763286243826, 829.7472008834181, 735.8084713942717, 880.6935902766006, 897.3434214188898, 948.1335643280161, 1078.4571373469191, 1.542862653080904, 1078.4571373469191]"
S000871,"[1918.463994514266, 881.2970577596471, 1584.3818924760606, 632.7797720384153, 1350.649674460095, 467.1599974519523, 1151.1129893301927, 335.36578348990423, 1039.7835083564275, 260.0548040830197, 1017.5176121616746, 260.0548040830197, 968.8113893663134, 221.66445006803588, 942.1426213073918, 197.18591321900652, 919.2970188073521, 174.5172873401722, 911.2529656940148, 158.54040195898986, 913.7623600773234, 143.49412806057424, 914.1156191042062, 135.10103556746327, 904.7139667867443, 123.45990895417681, 884.6388117202764, 111.27959198879276, 862.4127471824013, 101.96523195644019, 830.5075900231935, 89.78491499105614, 841.2621373802299, 87.63544729128247, 884.6388117202764, 100.53225348992444, 916.5439688794843, 112.35432583867954, 944.5057920077787, 129.55006743686883, 959.2036733957284, 140.29740593573715, 983.3084329861583, 139.5534372776559, 985.8178273694668, 146.71832961023475, 964.6672175672954, 146.71832961023475, 989.3164059954303, 176.12186759863147, 1099.0230039579271, 238.54848841744663, 1254.0278966983233, 327.55237317103746, 1458.0199758865215, 439.8715836304698, 1676.4852840833028, 563.5788633868534, 1918.463994514266, 711.8473540941573]"
C002835,"[1513.95631106637, 453.68042021945627, 1492.3097112431763, 448.27448002982743, 1486.898061287378, 468.817052750417, 1462.004471490705, 593.1536771118809, 1474.9924313846213, 610.4526857186934, 1503.1330111547734, 619.1021900220995, 1586.4724204740696, 600.7219933773614, 1715.2696894220724, 574.7734804671429, 1796.444438759049, 566.1239761637366, 1858.137248255151, 562.8804120499593, 1893.8541379634207, 559.636847936182, 1898.1834579280596, 548.8249675569242, 1884.113168042984, 534.7695230638892, 1835.408318440798, 530.4447709121862, 1782.3741488739731, 523.9576426846314, 1644.9182399966924, 490.4408135089325, 1578.8961105359515, 479.62893312967475, 1548.5908707834803, 469.89824078834283]"
C001207,"[1833.5070344064252, 368.9726109871277, 1760.5633915441902, 363.60800622936927, 1664.556685129925, 356.0975595685075, 1548.364936108582, 357.065552022454, 1503.50654611309, 381.36883721290513, 1472.9414792916898, 483.24222390692523, 1356.8737940992864, 802.4250361711331, 1230.011840660747, 1078.4571249487717, 1918.4794109217337, 1076.8185066668093, 1916.2050251230403, 376.28036366498924]"
C001207,"[375.0474374111498, 320.83382069303684, 378.84314733384525, 330.32504449522486, 405.8515295044395, 400.55670873373765, 482.27624272729724, 371.1373068446332, 519.2844144735783, 364.49345018310163, 818.1965708858477, 274.32682406231567, 849.5111777480854, 260.08998835903367, 845.4060580702456, 238.19790350323836, 812.4051405894855, 223.26585076985978, 747.465422547033, 220.22345649216584, 717.0997431654691, 238.25678171632296]"
S000704,"[0.3857187628068929, 917.4770495625398, 422.3559205582261, 576.6234747664635, 564.2205789189699, 465.57615628086376, 514.8763499239286, 430.1027073201862, 420.8139134021311, 379.206019680953, 286.65929082186256, 334.47862751314216, 203.39090439273036, 371.4944003416754, 76.94631759293704, 417.7641163773418, 72.32029612465195, 374.5790480773864, 106.24445355874283, 369.9520764738198, 118.5805108075031, 342.19024685241993, 159.7324814805861, 291.9977770176303, 316.67513587796856, 287.7740872243238, 546.1629911193363, 280.2892506072633, 661.7383964764072, 279.45760209425646, 830.528376961913, 284.44749317229684, 876.2596524629123, 303.57540897145145, 926.9797943822022, 350.1477256998276, 942.7778713734565, 511.4875372231311, 887.9003407722574, 510.6558887101243, 883.0303414678264, 1056.2861976695392, 995.5968638627741, 1051.6592260659725, 998.6808781749643, 1079.4210556873725, 0.7714375256139612, 1078.4571249487717]"
S000704,"[1918.4794109217337, 531.8960825986524, 1726.8948425097637, 431.6450311880417, 1661.7261667382866, 415.0535725146199, 1603.1140895835317, 381.9682945582354, 1590.1861565273068, 361.648798634251, 1601.2672420040715, 346.8709834168077, 1639.1276173830151, 338.55846235699596, 1790.569118898791, 337.6348489059057, 1761.9429814171506, 404.13501738440027, 1850.2554149973669, 433.1873550558972, 1918.4794109217337, 433.1873550558972]"
S001889,"[1160.1495136589758, 232.28729819053794, 1266.5119870200654, 209.18052041797105, 1377.4989157446803, 187.61419449690865, 1463.822082530492, 187.61419449690865, 1537.8133683469023, 221.5041352300067, 1565.5601005280562, 263.096335220627, 1658.0492077985687, 292.3649203992117, 1733.5819787361536, 335.49757224133657, 1821.4466306431407, 350.9020907563811, 1784.4509877349356, 386.3324833409836, 1758.2457406749568, 423.30332777709054, 1499.276240317522, 363.22570556841674, 1314.2980257764968, 313.9312463202741, 1206.3940672942322, 283.12220929018497]"
S001889,"[560.5118015218195, 1065.671749854449, 466.4812091301317, 802.2544832471868, 401.73883404077293, 551.1608314519605, 508.10130740186236, 535.7563129369158, 440.2759620701531, 386.3324833409836, 415.61220013134977, 323.17395742930086, 449.5248727972044, 289.2840166962028, 418.69517037370025, 235.3682018935468, 327.7475482243629, 227.6659426360245, 224.46804510562387, 249.23226855708694, 148.9352741680386, 270.79859447814925, 116.56408662335922, 300.06717965673397, 118.10557174453443, 390.9538388954969, 91.90032468455587, 447.95055740116186, 8.66012814109456, 474.13823887673766, 2.494187656393737, 557.3226388579783, 0.9527025352185312, 883.8984313769231, 1.542862653080904, 1073.3740091119712]"
C001214,"[1652.4919123592617, 269.701025063209, 1512.1692611546127, 263.5317295917868, 1419.6488317889105, 266.6163773274979, 1314.7923451744475, 303.63215015603106, 1234.6079730575057, 419.3064402451972, 1132.8355007552327, 820.3106458876401, 1057.2771501065758, 1078.4571249487717, 1681.7900483250673, 1078.4571249487717, 1472.0770750961417, 408.5101731702085, 1657.1179338275465, 351.44419005955314]"
C004171,"[1126.3618075209718, 1078.4571249487717, 1224.229371790151, 838.295281424385, 1281.1840756358376, 661.4387069734872, 1365.6521155633186, 323.790042797652, 1426.616247492385, 0.3857187628070683, 1539.2927413859052, 0.3857187628070683, 1824.0665183932183, 558.3650766298756, 1918.4794109217337, 866.5455944210967, 1918.4794109217337, 1078.4571249487717]"
C004171,"[315.1741022597994, 572.4570900550603, 178.776241230801, 558.2333738493118, 64.91367898050665, 532.1565608054393, 1.5428750512282732, 502.52381871012955, 0.385718762807156, 359.1013469688307, 126.97495229555655, 400.5871859022642, 230.13890543369433, 406.7042094705127, 368.9089031762406, 410.556465942903, 515.6196545545885, 397.03125685082705]"
C004171,"[324.79834108886337, 204.0747817788834, 275.97186040167117, 174.11278699362586, 360.775747911005, 166.40827404884533, 447.29284526901216, 163.84010306725182, 524.3872884593156, 166.40827404884533, 630.6062990770672, 164.6961600611163, 723.976235829768, 179.24912895681283, 796.787654398388, 198.08238282183186, 664.0138911261986, 286.2562531898756, 546.65901649207, 235.74889055186998, 434.44377140396165, 211.77929472366387]"
S000679,"[342.89629632419184, 1062.1930057800632, 448.91068655607455, 748.3848215161505, 366.0267087384209, 706.0303426584446, 115.44724091760732, 657.900253047415, 269.6499903458003, 494.25794836991497, 144.3602564353935, 394.14736197897355, 0.3857187628070683, 294.4665779230338, 166.97121935597127, 278.5148910805211, 278.51625495667633, 270.49662413884556, 477.26646533079173, 251.6724113131985, 559.5079316924947, 261.9401637635514, 655.4563091144814, 283.33131470178677, 709.427271414349, 313.27892601531624, 729.1309560635069, 374.88544071743405, 766.9538572517224, 758.0108394383564, 799.7219415052136, 1077.5946344555925]"
S000679,"[1407.1165975843037, 296.73794061031293, 1380.6818405394706, 311.5895111188592, 1386.7398056955783, 323.6907907924895, 1493.580282085112, 390.24782899745594, 1571.2323809043091, 424.351435350414, 1623.5511708888746, 444.1535293618089, 1910.1467427304967, 631.7724901157134, 1912.0742770983486, 564.3903646602721, 1622.4237725327548, 412.4119582913534, 1624.1371364152906, 392.7320994281769, 1730.3656971324901, 382.464346977824, 1636.130683593039, 299.46668133747096, 1532.4721686996425, 290.9102209621768, 1500.7749368727361, 289.1989288871179]"
C001070,"[260.5744385611539, 378.4361960427708, 418.82990639898145, 351.65411509064904, 590.9738926963701, 329.59186604531345, 667.2330599901629, 344.1360238957019, 706.6479105015618, 402.31265529725533, 518.1421037079161, 483.5888315200138, 441.0260918377883, 656.4076483305109, 337.2044195608538, 1078.4571373469191, 2.6310476410132603e-13, 1077.8865068281045, 2.6310476410132603e-13, 889.2402241215967, 393.1135281666965, 492.6980380242434, 254.30470680046642, 446.4989483818333]"
C001070,"[1368.2031223464369, 267.5116202459458, 1321.9335152243602, 266.41164192112643, 1261.8931916969034, 274.11149019486146, 1250.8766185725997, 301.6109483153437, 1279.5197086957899, 315.3606773755848, 1334.6025743173097, 326.36046062377767, 1491.0379126824264, 368.7096261293203, 1581.373812301719, 397.30906257462175, 1763.0803467955575, 351.9874770184636, 1787.9288395092653, 291.2442295256651, 1524.8775545744957, 275.84453297819505]"
C000170,"[1817.14580139054, 415.31037267954946, 1566.6544691995687, 359.46899306251294, 1539.6784795790027, 419.16150230831045, 1478.0190747319941, 405.6825486076466, 1262.211157767465, 840.8601966576557, 1088.7940816352539, 1073.8535391977048, 1913.488621463991, 1071.9279743833242, 1913.488621463991, 492.3329652547723]"
C001331,"[1079.992287357865, 1065.671749854449, 1642.6343565868165, 1068.752653557458, 1542.4378237104277, 591.2125795910764, 1559.394160043355, 451.0314611041708, 1671.9225738891453, 435.6269425891262, 1745.9138597055555, 403.27745370753263, 1702.7522763126494, 395.5751944500104, 1531.6474278622013, 377.08977223195683, 1406.7871330470093, 361.6852537169123, 1329.712876988249, 378.63022408346126, 1238.7652548389117, 663.6138166117858]"
C003465,"[1344.4694694482603, 1078.4571373469191, 1511.0400550877364, 483.77758756988726, 1580.4444657708516, 437.55679894856047, 1763.980574021756, 408.2836328217201, 1751.6420121225353, 671.7421279632829, 1868.8583501651297, 1078.4571373469191]"
C001095,"[1098.7424794126737, 1059.6274454378101, 1198.9932948438397, 731.6139089766982, 1252.9745031529292, 534.4977931690818, 1297.7017900376034, 442.09961388426154, 1388.6986840443542, 392.82058493235746, 1468.899336389287, 366.6411008016584, 1566.0655113456482, 368.1810704564054, 1670.9432874890222, 368.1810704564054, 1778.9057041072012, 368.1810704564054, 1843.6831540781086, 391.2806152776104, 1913.0875647612236, 585.3167917757329, 1913.0875647612236, 1070.407233021039]"
S000334,"[283.6049486074162, 202.12628132901125, 4.116151565190154, 543.3654370920514, 7.971169455427787, 1078.4571249487717, 684.5268091921267, 1069.6834569977577, 362.6328153572871, 207.9099958334696]"
S002283,"[0.385715663270226, 1078.4571373469191, 157.26860231156158, 1078.4571373469191, 525.8831390507727, 541.168942532794, 796.1748962594904, 193.3580505820689, 819.3096998205287, 120.9454817419902, 771.4977724610495, 124.02686765007863, 624.9773499078066, 242.66022511148415, 569.4538213613145, 276.55547010045717, 215.49105566958852, 292.73166126840306, 318.05562266469775, 510.7407991151796, 224.74497709400384, 608.5737168474697, 0.385715663270226, 590.4711170622091]"
S002283,"[1780.946096633184, 298.89443308458004, 1682.2376014394204, 486.85897347797567, 1336.7578682612475, 280.40611763604926, 1475.5666896274774, 271.1619599117839, 1528.0055776991646, 292.73166126840306]"
C000776,"[1526.1847715713686, 290.9532004129091, 1301.8986864403757, 249.36100042228878, 1233.4865125805613, 451.5388756576204, 1105.0417649599385, 789.9308684351514, 981.3372396026516, 1078.4571373469191, 1918.463994514266, 1078.4571373469191, 1918.463994514266, 748.338668444531]"
M161097,"[1612.3351184677251, 1071.9472026757862, 1707.9589731866838, 847.1116330827234, 1763.4825017331757, 620.736093834914, 1783.5326648194089, 419.0000690630565, 1789.701945769019, 338.9216470162124, 1843.6831540781086, 318.90204150450126, 1913.0875647612236, 301.9623753022843, 1918.463994514266, 1078.4571373469191]"
